Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
0.860412,0.695369,0.341251,0.271665,0.354921,0.453802,0.29564,0.553961,0.968727,1.04366,1.035149,1.041222,4.00E-05,0.487374,0.371885,0.352027,0.959008,0.694947,0.375487,0.382294,0.380715,0.323808,0.487592,0.200605,0.411351,0.7007,0.306803,0.039718,0.316324,0.938731,0.000103,0,1.70E-05,8.00E-05,2.00E-05,2.550166,4.40E-05,1.591784,8.00E-05,0,0.592486,0.779184,0.158408,1.97983,1.040329,1.332142,0.658892,0.005867,0.843788,0.000103,1.203171,0.000312,0.336457,0.405641,0.493365,0.124245,0.303693,0.860528,0
0.866827,0.708437,0.345121,0.287171,0.361206,0.463798,0.300605,0.560469,0.980538,1.051273,1.045798,1.052374,3.90E-05,0.504153,0.382909,0.349873,0.965135,0.707648,0.391378,0.394454,0.387166,0.322631,0.498272,0.208344,0.410075,0.705924,0.311923,0.035937,0.322387,1.007009,9.20E-05,4.10E-05,6.00E-05,0.000153,5.40E-05,2.717736,6.70E-05,1.651799,7.80E-05,0,0.602013,0.785458,0.146811,2.035843,1.086258,1.380786,0.662876,0.003736,0.857356,0.000115,1.267274,0.000365,0.340349,0.425576,0.502788,0.121666,0.312849,0.86368,8.70E-05
0.878166,0.714342,0.351622,0.329617,0.3518,0.506467,0.297326,0.578429,1.011293,1.077431,1.071294,1.090266,1.40E-05,0.553072,0.393609,0.374655,1.005456,0.720518,0.404215,0.443618,0.424332,0.303154,0.526775,0.197005,0.423303,0.737651,0.338925,0.045555,0.346882,1.159625,5.20E-05,1.20E-05,3.70E-05,0.000148,1.40E-05,2.950596,1.80E-05,1.850087,4.00E-06,0,0.59809,0.840643,6.40E-05,2.230553,1.207349,1.525239,0.692746,0.000108,0.904199,2.90E-05,1.372416,0.000176,0.361012,0.456307,0.525654,0.027686,0.350112,0.876125,3.50E-05
0.894424,0.771436,0.400194,0.379318,0.415062,0.58574,0.340208,0.660206,1.072506,1.123516,1.124424,1.14618,1.00E-05,0.650826,0.488565,0.45652,1.045956,0.752115,0.488495,0.511516,0.515742,0.419728,0.614822,0.286892,0.508862,0.770047,0.459426,0.170233,0.38466,1.308125,0.355636,1.10E-05,0,0.547029,1.10E-05,3.342981,1.40E-05,2.178925,0,2.60E-05,0.682587,0.871252,0.062952,2.576565,1.499657,1.757488,0.796293,5.80E-05,0.962599,1.10E-05,1.721618,0,0.456186,0.509086,0.601774,0,0.431667,0.903625,0.562929
1.008512,0.892684,0.519045,0.541195,0.545525,0.688953,0.481734,0.781226,1.127074,1.194945,1.216427,1.236109,8.00E-06,0.77427,0.572259,0.604375,1.098361,0.839018,0.611744,0.618611,0.620195,0.616657,0.712956,0.516612,0.632012,0.878366,0.589054,0.378444,0.603394,1.708057,1.151664,1.00E-05,3.00E-06,1.461294,0.010361,3.859859,0.273844,2.797284,0.826442,0,0.804752,0.898702,0.568437,3.130782,1.953151,2.249369,0.971163,0.069464,1.038971,0.872748,2.236895,0.165077,0.597985,0.696202,0.709937,0,0.540384,1.041628,1.388103
1.080789,0.993335,0.635717,0.610466,0.605438,0.797087,0.621018,0.840593,1.186978,1.273658,1.28571,1.3154,1.364155,0.824083,0.645842,0.759401,1.155488,0.924769,0.62739,0.692983,0.763482,0.752871,0.790872,0.67078,0.683483,1.009568,0.612014,0.543158,0.738514,2.411427,2.107786,0.48715,0.921889,2.348731,1.252049,4.303671,1.819927,3.423523,1.935551,0.098874,0.904322,0.981299,0.694432,3.651731,2.576653,2.933058,1.112045,0,1.154547,1.98286,2.908034,0.341621,0.746867,0.82179,0.790651,0.182038,0.623353,1.171762,2.238825
2.03465,1.996059,1.843883,1.849897,1.826528,1.927837,1.826752,1.917385,2.095579,2.149711,2.17326,2.187053,2.05289,1.914548,1.876699,1.888313,2.079625,1.953037,1.829719,1.849918,1.922232,1.920765,1.913382,1.843729,1.830788,2.021859,1.813071,1.8123,1.872202,3.67891,2.684602,1.755114,1.99667,3.079342,3.015509,4.589637,3.699916,3.757242,2.549137,1.740608,1.937052,2.001719,1.879985,4.01971,3.063309,3.391631,2.053463,1.71757,2.08015,2.593233,3.386804,1.744908,1.915654,1.857844,1.90734,1.734256,1.831727,2.092711,2.769319
3.709787,3.684715,3.60223,3.607522,3.598368,3.65311,3.590996,3.642746,3.736579,3.778426,3.784111,3.789763,2.346881,3.648286,3.615737,3.628293,3.729576,3.654736,3.601366,3.606772,3.64588,3.644178,3.635672,3.603733,3.598726,3.707985,3.584712,3.594229,3.614707,4.040322,2.930626,2.09468,2.458085,3.432666,3.712936,4.725484,4.087596,3.961146,2.806283,3.546852,3.653092,3.678947,3.631066,4.184429,3.268363,3.554663,3.713827,3.54241,3.725943,2.835292,3.622438,3.556432,3.652699,3.605865,3.633707,3.554779,3.58488,3.734254,2.986256
3.923258,3.904245,3.819128,3.827013,3.818381,3.867371,3.808687,3.856039,3.947648,3.9935,3.99282,3.995693,2.5079,3.859588,3.833476,3.844265,3.945383,3.867491,3.821667,3.822976,3.865924,3.856479,3.854879,3.826113,3.817794,3.926288,3.804012,3.817609,3.831139,4.131442,3.145858,3.023973,2.691304,3.56984,5.01711,4.826947,4.224462,4.112425,2.976189,3.768344,3.870848,3.892608,3.847858,4.338589,3.414588,3.693221,3.936395,3.75389,3.951246,3.13205,3.659392,3.78036,3.874793,3.824419,3.856817,3.778865,3.803244,3.94596,3.108697
4.030527,4.011334,3.925422,3.930548,3.923861,3.972932,3.917517,3.958729,4.053778,4.098875,4.098516,4.105464,2.657385,3.965879,3.941098,3.952673,4.056895,3.977186,3.92954,3.932723,3.974347,3.963363,3.965524,3.932897,3.923804,4.032611,3.912305,3.924037,3.941268,4.173932,3.258348,3.123877,2.789424,3.648558,5.77135,4.889819,4.301384,4.182018,3.082096,3.883327,3.980564,3.995765,3.941426,4.435032,3.503322,3.765945,4.052317,3.854211,4.068402,3.314437,3.729147,3.889283,3.982149,3.928247,3.963317,3.895001,3.911574,4.053925,3.212744
