Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
0.84984,0.727434,0.249775,0.258185,0.195329,0.537979,0.221712,0.581484,1.008561,1.059957,1.128499,1.042494,0.0,0.589,0.241348,0.29583,1.032113,0.739315,0.24615,0.352211,0.364346,0.486452,0.422082,0.071415,0.341957,0.749168,0.311324,0.128417,0.331494,0.341756,9.0e-5,0.0,3.1e-5,9.0e-5,2.3e-5,2.479488,3.6e-5,0.847958,3.5e-5,0.002001,0.446572,0.900921,0.541552,1.754511,0.41936,0.722995,0.643468,0.283249,0.709548,1.7e-5,1.181312,0.0,0.310104,0.463792,0.422777,0.0,0.225018,0.891421,6.5e-5
0.854277,0.730847,0.212461,0.2608,0.203529,0.556478,0.222742,0.581196,1.015661,1.068614,1.137798,1.052003,7.1e-5,0.583822,0.218542,0.297943,1.042948,0.746599,0.241081,0.339526,0.369621,0.490245,0.441332,0.062688,0.349194,0.761213,0.30638,0.12969,0.333375,0.501559,0.0,9.0e-6,5.0e-6,6.3e-5,4.4e-5,2.559915,1.0e-5,0.900105,0.0,0.002584,0.455343,0.904428,0.59548,1.839105,0.529997,0.781423,0.650923,0.25477,0.743969,0.0,1.28485,0.0,0.317317,0.479537,0.44372,0.0,0.21751,0.892829,0.0
0.863599,0.749355,0.232486,0.278335,0.216088,0.602151,0.209694,0.604587,1.03355,1.085622,1.161317,1.072362,1.2e-5,0.617666,0.165763,0.310911,1.055129,0.752552,0.273076,0.364586,0.3945,0.525778,0.484507,0.0966,0.375398,0.786295,0.30861,0.140365,0.342153,0.789815,0.0,0.0,0.0,0.000812,0.002369,2.724086,1.3e-5,1.037211,0.0,0.004962,0.475945,0.921174,0.602856,1.99127,0.672217,0.888631,0.705661,0.176034,0.788157,0.0,1.505811,0.0,0.31894,0.5087,0.471175,0.0,0.222485,0.915957,0.0
0.848158,0.777896,0.321441,0.256919,0.199264,0.642326,0.243212,0.649962,1.071467,1.127113,1.232932,1.127251,1.0e-5,0.689255,0.241745,0.359493,1.077815,0.737786,0.382625,0.352775,0.469457,0.603022,0.525764,0.125027,0.408216,0.857221,0.322145,0.249853,0.358978,1.193367,0.0,1.0e-5,6.0e-6,0.65333,9.0e-6,3.323523,6.0e-6,1.527626,0.0,0.0,0.531876,0.949404,0.78857,2.518664,1.17617,1.402094,0.77374,0.082598,0.874883,0.0,2.136744,0.0,0.402942,0.547804,0.535995,0.0,0.293706,0.942329,0.0
0.959849,0.924333,0.452392,0.559945,0.406955,0.79442,0.448957,0.781838,1.137652,1.200132,1.329264,1.203452,0.000663,0.828055,0.31727,0.546355,1.154015,0.848357,0.540265,0.510767,0.689451,0.795891,0.623631,0.392559,0.523759,0.952598,0.52996,0.463292,0.61906,1.55445,0.000872,0.000403,0.0,1.556881,0.001203,3.607369,0.000163,2.046171,0.575602,0.255535,0.708509,1.032963,0.791402,2.86282,1.53139,1.730908,0.923922,0.284251,0.945933,0.0,2.755204,0.000347,0.577337,0.643711,0.630951,0.0,0.58467,1.109516,0.0
1.124057,1.007901,0.612466,0.696715,0.571019,0.916808,0.627913,0.92041,1.215533,1.302302,1.431337,1.267082,0.0,0.958146,0.500901,0.73157,1.211169,0.964768,0.737735,0.671231,0.830556,0.91119,0.778976,0.588308,0.732237,1.04973,0.723665,0.620787,0.787069,3.171821,1.135446,0.0,1.0e-5,2.314791,2.135342,3.921129,0.0,2.562033,1.52203,0.43462,0.862062,1.103899,0.813108,3.307776,1.979053,2.241653,1.049462,0.538144,0.990878,9.0e-6,3.452242,0.39459,0.705102,0.730492,0.727175,0.0,0.774275,1.231114,0.0
2.517363,2.461127,2.347651,2.356509,2.317211,2.441366,2.324967,2.414241,2.563597,2.604328,2.6693,2.592963,0.0,2.446794,2.32236,2.36997,2.549204,2.441363,2.345854,2.341955,2.403884,2.45013,2.377842,2.331082,2.370627,2.483892,2.34247,2.352002,2.386957,3.699625,1.798678,0.0,0.994808,2.878042,4.852421,4.141199,0.0,2.992556,2.02642,2.282266,2.399241,2.508071,2.376998,3.521429,2.326243,2.552779,2.485358,2.331887,2.430634,1.441853,3.725066,2.290911,2.365191,2.341687,2.370423,2.245179,2.375199,2.571159,0.768598
3.449962,3.420967,3.330387,3.32956,3.306331,3.407619,3.329121,3.374283,3.486944,3.531958,3.565475,3.512724,1.203045,3.398368,3.332716,3.351509,3.472902,3.39358,3.324038,3.341183,3.360211,3.401653,3.363577,3.337062,3.348668,3.445765,3.325251,3.341922,3.366037,4.159926,2.648918,0.638997,2.204567,3.490647,5.506547,4.476533,0.0,3.481112,2.729278,3.288009,3.381797,3.442886,3.339799,3.996156,2.982183,3.07196,3.427867,3.3287,3.398524,2.344743,4.058746,3.301038,3.352228,3.333524,3.345894,3.265959,3.353526,3.498345,1.891203
3.758372,3.71855,3.62358,3.64055,3.608363,3.703279,3.644153,3.679084,3.777019,3.834693,3.850778,3.804789,1.756906,3.702456,3.653398,3.668376,3.767849,3.697966,3.624598,3.650053,3.6624,3.696239,3.666231,3.640902,3.649695,3.749446,3.626643,3.635664,3.674,5.705324,3.038094,1.713432,2.514497,3.851671,5.90503,4.697134,0.0,3.851891,3.071338,3.610186,3.673456,3.736617,3.643953,4.222474,3.278384,3.376371,3.748749,3.598799,3.728871,2.757749,4.27658,3.60863,3.667443,3.647978,3.646082,3.578681,3.661465,3.785038,2.384013
3.900739,3.853735,3.76922,3.781065,3.74687,3.845221,3.788054,3.819059,3.91551,3.970107,3.986637,3.945594,2.045809,3.856753,3.796396,3.817681,3.909048,3.848602,3.764043,3.794792,3.808288,3.83441,3.804077,3.777669,3.783133,3.891108,3.76654,3.77171,3.812649,6.301216,3.21756,1.963813,2.679474,4.058583,5.992754,4.785591,0.0,3.92787,3.248258,3.755597,3.815225,3.867279,3.780586,4.34785,3.439117,3.528761,3.895865,3.740511,3.869031,2.94967,4.415402,3.751858,3.81069,3.797528,3.786006,3.72658,3.800641,3.916817,2.606582
3.934866,3.889988,3.805766,3.819223,3.786013,3.884719,3.827661,3.855853,3.949475,4.004221,4.021133,3.980517,2.130331,3.893224,3.829226,3.853619,3.945041,3.878595,3.80261,3.827897,3.844131,3.870804,3.839539,3.815545,3.821938,3.928299,3.802471,3.808793,3.844444,6.368357,3.276387,2.051122,2.720221,4.116851,6.013713,4.81172,0.0,3.977768,3.293816,3.797412,3.848115,3.906436,3.815101,4.369987,3.484348,3.562581,3.930918,3.778006,3.906555,3.003204,4.458392,3.788781,3.845878,3.836055,3.822976,3.761279,3.838634,3.9536,2.64741
3.947685,3.902011,3.818555,3.831399,3.799834,3.897235,3.842118,3.868158,3.96174,4.017358,4.031806,3.991488,2.127221,3.905217,3.84172,3.86718,3.957505,3.890694,3.815441,3.840417,3.858328,3.883026,3.850969,3.82802,3.835148,3.940562,3.812996,3.822577,3.856597,6.386172,3.29079,2.069682,2.734841,4.135559,6.021163,4.82159,0.0,3.99824,3.305253,3.810238,3.858995,3.919451,3.827293,4.381524,3.497992,3.56928,3.942668,3.78997,3.919799,3.016956,4.47386,3.800704,3.858521,3.848779,3.835963,3.773811,3.851581,3.96582,2.662215
3.951573,3.906186,3.822302,3.835418,3.804376,3.901307,3.846893,3.872001,3.96577,4.021276,4.036152,3.994929,2.123989,3.909194,3.845719,3.871181,3.961517,3.894476,3.820652,3.844037,3.86261,3.886931,3.854459,3.832478,3.839371,3.944499,3.816657,3.826723,3.860503,6.394858,3.296068,2.078355,2.739243,4.141607,6.023258,4.823633,0.0,4.004216,3.309296,3.814678,3.862357,3.923781,3.830824,4.385238,3.502142,3.572629,3.946711,3.79417,3.923857,3.021705,4.479065,3.804884,3.86248,3.853058,3.83996,3.777991,3.85567,3.969975,2.664434
3.95292,3.907695,3.823647,3.836912,3.805995,3.902737,3.848578,3.873407,3.967178,4.022687,4.037679,3.996161,2.123511,3.910624,3.847138,3.87262,3.962939,3.895711,3.82248,3.845335,3.864142,3.888333,3.855778,3.834047,3.84092,3.945902,3.81795,3.828224,3.861881,6.397557,3.297824,2.081458,2.74116,4.143704,6.024114,4.824654,0.0,4.006708,3.310879,3.816289,3.863545,3.925333,3.832163,4.386507,3.503956,3.573918,3.948116,3.795684,3.92535,3.023468,4.481022,3.806301,3.863916,3.854566,3.841393,3.779428,3.857171,3.971503,2.665614
3.95325,3.908085,3.823983,3.837256,3.806422,3.903092,3.849037,3.873765,3.967535,4.023077,4.038094,3.996444,2.122756,3.911037,3.847524,3.872971,3.9633,3.895991,3.822985,3.84568,3.864561,3.888678,3.856036,3.834425,3.841333,3.946262,3.818252,3.828612,3.862246,6.398062,3.298216,2.082584,2.741448,4.144467,6.024415,4.824996,0.0,4.007082,3.311404,3.816684,3.863818,3.925742,3.832479,4.386821,3.504237,3.574516,3.9485,3.796071,3.925714,3.023954,4.48151,3.806656,3.864296,3.854945,3.841754,3.779812,3.85754,3.971874,2.666094
3.953366,3.908207,3.824102,3.837373,3.80656,3.903209,3.849178,3.87388,3.967654,4.0232,4.038236,3.996545,2.122476,3.911173,3.847636,3.873097,3.963415,3.896096,3.823158,3.845787,3.864693,3.888796,3.856127,3.834557,3.841466,3.946375,3.818353,3.828748,3.862357,6.398206,3.298349,2.082908,2.741699,4.144459,6.024466,4.825042,0.0,4.007348,3.311535,3.816819,3.86391,3.925881,3.832577,4.386908,3.504469,3.57466,3.948629,3.796208,3.925825,3.024113,4.481606,3.80678,3.864409,3.855076,3.841868,3.779929,3.85767,3.972003,2.666149
3.953536,3.908408,3.824276,3.837553,3.80677,3.903381,3.849405,3.874068,3.96784,4.0234,4.038424,3.996704,2.122731,3.911366,3.847845,3.873272,3.963604,3.896247,3.823374,3.845975,3.864904,3.888973,3.856281,3.834744,3.841671,3.946565,3.818524,3.828935,3.862558,6.397797,3.298506,2.083187,2.741753,4.144635,6.024629,4.825219,0.0,4.007425,3.311741,3.817019,3.864065,3.926082,3.83275,4.387136,3.504497,3.574834,3.948815,3.796394,3.92603,3.024324,4.481562,3.806949,3.864613,3.855269,3.842062,3.780131,3.857855,3.972192,2.666775
3.95334,3.908199,3.824083,3.837365,3.806547,3.903199,3.849167,3.873863,3.967638,4.023181,4.038246,3.99653,2.122099,3.911168,3.847611,3.873076,3.963392,3.896065,3.823173,3.845759,3.864668,3.888783,3.856103,3.83455,3.841458,3.946357,3.818342,3.828732,3.862334,6.398441,3.298351,2.083092,2.741782,4.144408,6.02444,4.824996,0.0,4.007414,3.311562,3.816818,3.863885,3.925876,3.832552,4.386857,3.504558,3.574748,3.94862,3.796208,3.925799,3.024129,4.481671,3.806773,3.864383,3.855068,3.841848,3.779908,3.857667,3.971999,2.665924
3.953886,3.908817,3.824625,3.837975,3.807204,3.903767,3.849857,3.874436,3.968216,4.023758,4.038854,3.997032,2.122089,3.911736,3.848201,3.873655,3.963972,3.896571,3.823899,3.846293,3.865294,3.889352,3.856646,3.835187,3.842087,3.946931,3.818873,3.829335,3.862906,6.399416,3.299059,2.08427,2.742482,4.145326,6.024807,4.82544,0.0,4.008354,3.312208,3.817471,3.864375,3.926501,3.833103,4.387398,3.505217,3.575241,3.949187,3.796812,3.926422,3.024834,4.482437,3.807337,3.864975,3.855683,3.842435,3.780498,3.858275,3.972624,2.666529
3.95335,3.908217,3.824092,3.837384,3.806559,3.903212,3.849181,3.87388,3.967651,4.023192,4.03824,3.996546,2.122431,3.911165,3.847634,3.873082,3.96341,3.896074,3.823162,3.845776,3.86468,3.888795,3.856131,3.834562,3.84147,3.946376,3.818363,3.828736,3.862354,6.398372,3.298366,2.083025,2.741686,4.144558,6.024475,4.825047,0.0,4.007339,3.311574,3.816833,3.863906,3.925883,3.832576,4.3869,3.504465,3.574722,3.948622,3.79621,3.92583,3.02413,4.481682,3.806779,3.864405,3.855078,3.841869,3.779926,3.857677,3.972011,2.666074
