Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59
1.0,0.0,0.0,0.0,0.0,0.0,0.6915492205330066,0.0,0.0,0.0,0.0,0.0,0.5536016281445538,0.0,0.7148970714386399,0.7443951704493863,0.0,0.0,0.0,0.0,0.7598796099804418,0.0,0.0,0.5597086773679083,0.7678598362655346,0.0,0.0,0.6262913395957337,0.0,0.9443153740389348,0.5541628582154488,0.5535857222805736,0.5536632341653249,0.7312531752773364,0.6022186286599007,0.0,0.553585228196396,0.0,0.5542298419234997,0.5789415210060448,0.0,0.0,0.8403257696760016,0.0,0.8359196571545232,0.9353716105687001,0.0,0.6311404823599722,0.0,0.5537469185842894,0.0,0.5541118231964448,0.0,0.0,0.0,0.5561142406989769,0.0,0.0,0.5538191338759658
0.0,1.0,0.0,0.0,0.0,0.0,0.7670556212825957,0.0,0.0,0.0,0.0,0.0,0.6291033039261316,0.0,0.7904034716553519,0.819901570034,0.0,0.0,0.0,0.0,0.8353860052081037,0.0,0.0,0.6352150752758114,0.8433662346669628,0.0,0.0,0.7017977363345034,0.0,0.952841346573035,0.62964344714205,0.6290921207372286,0.6291696196238145,0.8062018819247103,0.6775921013087606,0.0,0.6290866562271851,0.0,0.6297193681106357,0.6544479153279719,0.0,0.0,0.9157950466665717,0.0,0.905177414798951,0.9694542758747399,0.0,0.7066468834216804,0.0,0.6292485943701693,0.0,0.6296182216380344,0.0,0.0,0.0,0.6316206390499929,0.0,0.0,0.6293025697209502
0.0,0.0,1.0,0.0,0.0,0.0,0.939324277243773,0.0,0.0,0.0,0.0,0.0,0.9203461762582725,0.0,0.9178827059435729,0.8888363661234249,0.0,0.0,0.0,0.0,0.8733519307717543,0.0,0.0,0.9264753184976066,0.8653713925437297,0.0,0.0,0.9738541791013726,0.0,0.6786970504630156,0.9207990975533654,0.9203541855363636,0.9204156810948704,0.8612537803039969,0.934099990874773,0.0,0.9203286429431172,0.0,0.9207747519065821,0.9457099799775802,0.0,0.0,0.7862270589030882,0.0,0.7888601764256664,0.6782522528439794,0.0,0.9776639704870278,0.0,0.9204357677329795,0.0,0.9208802864853194,0.0,0.0,0.0,0.9228827027925166,0.0,0.0,0.920393033902015
0.0,0.0,0.0,1.0,0.0,0.0,0.9919186886036162,0.0,0.0,0.0,0.0,0.0,0.856255999176949,0.0,0.9805497815318907,0.9529023558859816,0.0,0.0,0.0,0.0,0.9374411067363229,0.0,0.0,0.8623852061792993,0.9294435933745371,0.0,0.0,0.9289705218878191,0.0,0.7427862289308285,0.8567288413000324,0.8562650089599244,0.8563255041082778,0.9129977090165805,0.9027509529996797,0.0,0.8562385285821761,0.0,0.8567358153032002,0.8816208027596323,0.0,0.0,0.8524419892732277,0.0,0.85294868630743,0.7423409195838089,0.0,0.9335125249547099,0.0,0.8563490787971607,0.0,0.8567911100637375,0.0,0.0,0.0,0.858793526031284,0.0,0.0,0.8562943419444586
0.0,0.0,0.0,0.0,1.0,0.0,0.9288583591402274,0.0,0.0,0.0,0.0,0.0,0.9310572823846543,0.0,0.9073965784909511,0.8779744079233811,0.0,0.0,0.0,0.0,0.8626391033324803,0.0,0.0,0.9371845579378857,0.8546588730345688,0.0,0.0,0.9799485140111172,0.0,0.6679842190338253,0.9315060470568852,0.9310670112333145,0.931126787344246,0.8626947669398126,0.9443722338787321,0.0,0.9310397174772332,0.0,0.9314622328835385,0.9564227767715623,0.0,0.0,0.7750657317140305,0.0,0.778148855670587,0.6675405139084809,0.0,0.9693232398514793,0.0,0.9311510436122359,0.0,0.9315930935005494,0.0,0.0,0.0,0.9335955283279647,0.0,0.0,0.9311168589375466
0.0,0.0,0.0,0.0,0.0,1.0,0.8715254529000932,0.0,0.0,0.0,0.0,0.0,0.7335629260758928,0.0,0.8948733009734561,0.9243713995751996,0.0,0.0,0.0,0.0,0.9398558332973868,0.0,0.0,0.7396849066357658,0.9478360642045822,0.0,0.0,0.8062675660981455,0.0,0.8628779703937765,0.7340687537996707,0.733561950181898,0.7336324297349186,0.9085928606537785,0.7819091021518074,0.0,0.7335459238213904,0.0,0.7341397986792153,0.7589177451282544,0.0,0.0,0.9690277975571016,0.0,0.9723160665892076,0.8650402170133041,0.0,0.8111167138883157,0.0,0.7336792722018362,0.0,0.7340880513173147,0.0,0.0,0.0,0.7360904688713297,0.0,0.0,0.7337301070121991
0.6915492205330066,0.7670556212825957,0.939324277243773,0.9919186886036162,0.9288583591402274,0.8715254529000932,1.0,0.8225490153114704,0.6628726330271741,0.6056869786624736,0.5813610868947172,0.6467816466070255,0.8620274692077416,0.8426956659075903,0.9753174365390903,0.9471540533248936,0.6484867384087287,0.7727059461769248,0.9818771144753892,0.928215321818368,0.9316696181543701,0.8684416859073928,0.9137637091474381,0.8681506148358058,0.9236893767718375,0.7706906816836739,0.9719622481282988,0.9347219652495038,0.973678675998631,0.7370147361943756,0.8624631911548093,0.8620364975419047,0.8620969741396366,0.9059347291662186,0.9042532446332744,0.13796350522337386,0.8620098212748192,0.6788383690800908,0.8624426188838693,0.887392291448992,0.8885790197506257,0.7147308431936865,0.846093036542755,0.4044157145944578,0.8471786544949715,0.7365703984476939,0.7801541606445819,0.9387162133549588,0.7663358461598919,0.8621111852546065,0.5426123330523964,0.8625625986468224,0.9178739776261088,0.8900930343611588,0.9440747487781704,0.8645650145000199,0.9803440029569455,0.7017611201945582,0.8620339612278141
0.0,0.0,0.0,0.0,0.0,0.0,0.8225490153114704,1.0,0.0,0.0,0.0,0.0,0.6845882094831723,0.0,0.8458968637836051,0.8753949621589148,0.0,0.0,0.0,0.0,0.8908792334699716,0.0,0.0,0.6907084675640018,0.8988596267882973,0.0,0.0,0.7572911276336399,0.0,0.9105553082785096,0.6851086562689899,0.6845855128561569,0.6846577151042265,0.8606748568875626,0.7329217073474528,0.0,0.684571090931857,0.0,0.6851809674292746,0.7099413074822005,0.0,0.0,0.9697369108888405,0.0,0.9532157554683939,0.9140178952443834,0.0,0.7621402750194335,0.0,0.6847190872878883,0.0,0.6851116139009167,0.0,0.0,0.0,0.6871140311713275,0.0,0.0,0.6847699230092621
0.0,0.0,0.0,0.0,0.0,0.0,0.6628726330271741,0.0,1.0,0.0,0.0,0.0,0.5249301670173494,0.0,0.6862204881917398,0.7157185781265882,0.0,0.0,0.0,0.0,0.7312030194613734,0.0,0.0,0.531032086642389,0.7391832444910308,0.0,0.0,0.5976147440100525,0.0,0.9217571248349797,0.5255112501502417,0.524909132476669,0.5249866443614817,0.7033666167756265,0.5737157804209438,0.0,0.5249149458966655,0.0,0.5255628369282916,0.5502649311930536,0.0,0.0,0.8116491798863887,0.0,0.811686262118259,0.9118492674616754,0.0,0.6024638964864533,0.0,0.5250763609006053,0.0,0.5254352333860666,0.0,0.0,0.0,0.5274376508950431,0.0,0.0,0.5251672466695321
0.0,0.0,0.0,0.0,0.0,0.0,0.6056869786624736,0.0,0.0,1.0,0.0,0.0,0.4677483824726162,0.0,0.6290348250613125,0.6585329235798382,0.0,0.0,0.0,0.0,0.6740173621498076,0.0,0.0,0.4738464444768682,0.6819975846321329,0.0,0.0,0.5404290887395184,0.0,0.8662183808197854,0.4683344838240081,0.46772347521343005,0.46780098471416176,0.6463774717196014,0.5165919463904258,0.0,0.46773476327751085,0.0,0.46838432164615507,0.4930792660161002,0.0,0.0,0.754463522050539,0.0,0.7570811469717668,0.8574316247232141,0.0,0.5452782354329795,0.0,0.46789572073711483,0.0,0.46824957556287317,0.0,0.0,0.0,0.47025198826733905,0.0,0.0,0.4679972937169288
