a,lambda,acc_mean,acc_std,time_cost
1.0,0.0,0.8158759011683281,1.3464154129464434e-05,0.5683155059814453
1.0,0.5,0.8158759011683281,1.3464154129464434e-05,10.454384088516235
1.0,1.0,0.8186850059727235,0.0039680807255582096,11.232170343399048
1.0,1.5,0.8438558617695677,0.13271261244245106,1.856489896774292
1.0,2.0,0.868229295371572,0.12010006802469234,1.6161229610443115
1.0,2.5,0.879971811995794,0.10661592491606116,2.4108059406280518
1.0,3.0,0.8815209554744986,0.10476059762184194,10.852197885513306
1.0,3.5,0.8889981554970129,0.09579866272512884,12.10226321220398
1.0,4.0,0.8813247066028138,0.10333163416319849,4.435529708862305
1.0,4.5,0.8813557220150998,0.1055388721889717,2.9824655055999756
1.0,5.0,0.8814280013939927,0.10448804698093123,3.199812173843384
1.0,5.5,0.8811078457470339,0.1049229442698309,3.5459587574005127
1.0,6.0,0.8812524320237308,0.10471474705768792,3.053039312362671
1.0,6.5,0.8815106230834958,0.10443840603087055,3.2396860122680664
1.0,7.0,0.8814589851275327,0.10451234753760444,3.277163028717041
1.0,7.5,0.8811285012494064,0.10491515848617936,3.335728645324707
1.0,8.0,0.880921949425554,0.10520415740563885,3.747929811477661
1.0,8.5,0.8805398288714139,0.10577040377509575,3.6449034214019775
1.0,9.0,0.8811491564317917,0.1048821129847212,4.184252500534058
1.0,9.5,0.8810355580484702,0.10540171732882582,3.729912281036377
0.9,0.0,0.8158759011683281,1.3464154129464434e-05,0.2680826187133789
0.9,0.5,0.8158759011683281,1.3464154129464434e-05,6.186888933181763
0.9,1.0,0.8193666481106012,0.003520798140891379,1.9844520092010498
0.9,1.5,0.851642909687063,0.12472631605235816,2.2220187187194824
0.9,2.0,0.8710280802644709,0.11667413315864414,1.8533966541290283
0.9,2.5,0.8805295025601706,0.10586966477130999,13.7823326587677
0.9,3.0,0.8835244928064766,0.10087360162553943,12.570101022720337
0.9,3.5,0.8821818297944494,0.09758334558241974,8.939030647277832
0.9,4.0,0.8816552071202812,0.10409446685229325,4.9922776222229
0.9,4.5,0.8793108016812262,0.10449607344631316,12.158480405807495
0.9,5.0,0.8814073535713162,0.10502609221045138,3.316891670227051
0.9,5.5,0.8811698116141771,0.10485580681339274,3.200047016143799
0.9,6.0,0.8812730875261034,0.10470792883972203,3.4602673053741455
0.9,6.5,0.8809942444838263,0.10523721665342292,3.503751754760742
0.9,7.0,0.8813866903892477,0.10450456450754818,3.549628496170044
0.9,7.5,0.8813143998107978,0.1047799488785699,3.3168065547943115
0.9,8.0,0.880736057903884,0.10581433237528559,3.5346226692199707
0.9,8.5,0.8812317781212949,0.10482866901161596,3.6671881675720215
0.9,9.0,0.8814589851275327,0.10451138000026722,3.6050047874450684
0.9,9.5,0.8810252234175563,0.10492494839460707,3.7033157348632812
0.8,0.0,0.8158759011683281,1.3464154129464434e-05,0.619147539138794
0.8,0.5,0.8158759011683281,1.3464154129464434e-05,1.9664742946624756
0.8,1.0,0.8265342533481155,0.005091453069312769,2.0731446743011475
0.8,1.5,0.858624394931951,0.1171570729636304,1.8354558944702148
0.8,2.0,0.8727424626423588,0.11440580005571813,1.8269445896148682
0.8,2.5,0.8811491605916272,0.10516530328030692,13.54957365989685
0.8,3.0,0.8817688080635016,0.10374661799379667,12.768219709396362
0.8,3.5,0.8846399174535075,0.10241380384281268,12.984047889709473
0.8,4.0,0.881500286532658,0.10386286071342893,4.563479423522949
0.8,4.5,0.8793624722758975,0.10669238938259971,3.6878879070281982
0.8,5.0,0.8816655359914233,0.10415822476517646,3.008385419845581
0.8,5.5,0.8815829168618189,0.1043809961159415,3.0437707901000977
0.8,6.0,0.8808909640920773,0.1050766744301286,3.0584332942962646
0.8,6.5,0.8805501535827206,0.10555443659880376,3.132446050643921
0.8,7.0,0.881180140485319,0.10492589913069537,2.90600848197937
0.8,7.5,0.8814589873674441,0.10466129382216621,2.7967092990875244
0.8,8.0,0.8806844141881487,0.10549605767353373,3.1297852993011475
0.8,8.5,0.8811491586717031,0.10504068295859356,3.3470985889434814
0.8,9.0,0.8811078454270467,0.10489959038169915,3.3164255619049072
0.8,9.5,0.8806017950585444,0.10571806703038704,2.944382905960083
0.7000000000000001,0.0,0.8158759011683281,1.3464154129464434e-05,0.5430996417999268
0.7000000000000001,0.5,0.8158759011683281,1.3464154129464434e-05,1.9865710735321045
0.7000000000000001,1.0,0.8372340899657829,0.02018751273281865,1.5591752529144287
0.7000000000000001,1.5,0.8633647916080891,0.11267276420157855,1.653898000717163
0.7000000000000001,2.0,0.874012756039065,0.11258724853332025,3.3194663524627686
0.7000000000000001,2.5,0.8814693130387127,0.10451628570360753,11.407053709030151
0.7000000000000001,3.0,0.8819030728287651,0.10396660468555115,11.824458837509155
0.7000000000000001,3.5,0.876088620428049,0.11094969479078874,11.64276385307312
0.7000000000000001,4.0,0.8757786573376279,0.10248679420506171,10.746757745742798
0.7000000000000001,4.5,0.879837525791379,0.10487702182347976,2.7996878623962402
0.7000000000000001,5.0,0.8813866881493363,0.10435277882829236,3.0153849124908447
0.7000000000000001,5.5,0.8807050706504834,0.10555732185776741,3.070096254348755
0.7000000000000001,6.0,0.8815519334482663,0.1043800269088585,3.051508903503418
0.7000000000000001,6.5,0.8813763640780042,0.10460576500624934,2.687040090560913
0.7000000000000001,7.0,0.8808909672919506,0.10529172795293308,3.010549783706665
0.7000000000000001,7.5,0.8807670365176264,0.10548639892894376,3.214930772781372
0.7000000000000001,8.0,0.8814589841675707,0.10444426200002012,3.7085211277008057
0.7000000000000001,8.5,0.88113883236046,0.10513992275349296,3.2840137481689453
0.7000000000000001,9.0,0.8810975203957527,0.10508932325654335,3.195117950439453
0.7000000000000001,9.5,0.8813453816244138,0.10466906146693963,2.9964351654052734
0.6000000000000001,0.0,0.8158759011683281,1.3464154129464434e-05,0.6648268699645996
0.6000000000000001,0.5,0.8158759011683281,1.3464154129464434e-05,1.9211206436157227
0.6000000000000001,1.0,0.848439939193447,0.03232927075665743,1.5397214889526367
0.6000000000000001,1.5,0.8662462180297056,0.11055321958474336,1.5387423038482666
0.6000000000000001,2.0,0.8755722213491901,0.11031438671841563,4.0930633544921875
